samhita	pada
j;ayataam iva tanyat;ur mar;utaam eti dh.r.s.nuy;aa y;ac ch;ubha.m yaath;anaa nara.h	j;ayataam iva tanyat;u.h mar;utaam eti dh.r.s.nuy;aa y;at ;s;ubham yaath;ana+ nara.h
puu.s;aa r;aajaanam ;aagh.r.nir ;apaguu.dha.m g;uhaa hit;am ;avindac citr;abarhi.sam	puu.s;aa r;aajaanam ;aagh.r.ni.h ;apaguu.dham g;uhaa hit;am ;avindat citr;abarhi.sam
ut;o s;a m;ahyam ;indubhi.h .s;a.d yukt;aa;m anus;e.sidhat g;obhir y;ava.m n;a cark.r.sat	ut;a u s;a m;ahyam ;indubhi.h .s;a.t yukt;aan anus;e.sidhat g;obhi.h y;avam n;a cark.r.sat
am;uur y;aa ;upa s;uurye y;aabhir vaa s;uurya.h sah;a t;aa no hinvantv adhvar;am	am;uu.h y;aa.h ;upa s;uurye y;aabhi.h vaa s;uurya.h sah;a t;aa.h na.h hinvantu adhvar;am
ap;o dev;iir ;upa hvaye y;atra g;aava.h p;ibanti na.h s;indhubhya.h k;artva.m hav;i.h	ap;a.h dev;ii.h ;upa hvaye y;atra g;aava.h p;ibanti na.h s;indhubhya.h k;artvam hav;i.h
apsv :ant;ar am;.rtam aps;u bhe.saj;am ap;aam ut;a pr;a;sastaye d;evaa bh;avata vaaj;ina.h	aps;u ant;ar am;.rtam aps;u bhe.saj;am ap;aam ut;a pr;a;sastaye d;evaa.h bh;avata vaaj;ina.h
;aapa.h p.r.niit;a bhe.saj;a.m v;aruutha.m tanv:e m;ama jy;ok ca s;uurya.m d.r;s;e	;aapa.h p.r.niit;a bhe.saj;am v;aruutham tanv:e m;ama jy;ok ca s;uuryam d.r;s;e
;aapo ady;aanv acaari.sa.m r;asena s;am agasmahi p;ayasvaan agna ;aa gahi t;am maa s;a.m s.rja v;arcasaa	;aapa.h ady;a ;anu acaari.sam r;asena s;am agasmahi p;ayasvaan agne ;aa gahi t;am maa s;am s.rja v;arcasaa
agn;er vay;am pratham;asyaam;.rtaanaam m;anaamahe c;aaru dev;asya n;aama s;a no mahy;aa ;aditaye p;unar daat pit;ara.m ca d.r;s;eyam maat;ara.m ca	agn;e.h vay;am pratham;asya am;.rtaanaam m;anaamahe c;aaru dev;asya n;aama s;a na.h mahya;i ;aditaye p;unar daat pit;aram ca d.r;s;eyam maat;aram ca
abh;i tvaa deva savitar ;ii;saana.m v;aaryaa.naam s;adaavan bhaag;am iimahe	abh;i tvaa deva savitar ;ii;saanam v;aaryaa.naam s;adaa avan bhaag;am iimahe
bh;agabhaktasya te vay;am ;ud a;sema t;av;aavasaa muurdh;aana.m raay;a aar;abhe	bh;agabhaktasya te vay;am ;ut a;sema t;ava ;avasaa muurdh;aanam raay;a.h aar;abhe
am;ii y;a ;.rk.saa n;ihitaasa ucc;aa n;akta.m d;ad.r;sre k;uha cid d;iveyu.h ;adabdhaani v;aru.nasya vrat;aani vic;aaka;sac candr;amaa n;aktam eti	am;ii y;e ;.rk.saa.h n;ihitaasa.h ucc;aa n;aktam d;ad.r;sre k;uha cit d;ivaa iiyu.h ;adabdhaani v;aru.nasya vrat;aani vic;aaka;sat candr;amaa.h n;aktam eti
;ud uttam;a.m varu.na p;aa;sam asm;ad ;avaadham;a.m v;i madhyam;a.m ;srathaaya ;athaa vay;am aaditya vrat;e t;av;aanaagaso ;aditaye syaama	;ut uttam;am varu.na p;aa;sam asm;at ;ava adham;am v;i madhyam;am ;srathaaya ;atha+ vay;am aaditya vrat;e t;ava ;anaagasa.h ;aditaye syaama
y;ac cid dh;i te v;i;so yathaa pr;a deva varu.na vrat;am miniim;asi dy;avi-dyavi	y;at cit h;i te v;i;sa.h yathaa pr;a deva varu.na vrat;am miniim;asi dy;avi-dyavi
m;aa no vadh;aaya hatn;ave jihii.daan;asya riiradha.h m;aa h.r.naan;asya many;ave	m;aa na.h vadh;aaya hatn;ave jihii.daan;asya riiradha.h m;aa h.r.naan;asya many;ave
v;i m.r.diik;aaya te m;ano rath;iir ;a;sva.m n;a s;a.mditam giirbh;ir varu.na siimahi	v;i m.r.diik;aaya te m;ana.h rath;ii.h ;a;svam n;a s;a.mditam giirbh;i.h varu.na siimahi
p;araa h;i me v;imanyava.h p;atanti v;asya:i.s.taye v;ayo n;a vasat;iir ;upa	p;araa h;i me v;imanyava.h p;atanti v;asya:i.s.taye v;aya.h n;a vasat;ii.h ;upa
kad;aa k.satra;sr;iya.m n;aram ;aa v;aru.na.m karaamahe m.r.diik;aayoruc;ak.sasam	kad;aa k.satra;sr;iyam n;aram ;aa v;aru.nam karaamahe m.r.diik;aaya uruc;ak.sasam
v;edaa y;o viin;aam pad;am ant;arik.se.na p;atataam v;eda naav;a.h samudr;iya.h	v;eda+ y;a.h viin;aam pad;am ant;arik.se.na p;atataam v;eda naav;a.h samudr;iya.h
v;eda maas;o dh.rt;avrato dv;aada;sa praj;aavata.h v;edaa y;a upaj;aayate	v;eda maas;a.h dh.rt;avrata.h dv;aada;sa praj;aavata.h v;eda+ y;a.h upaj;aayate
;ato v;i;svaany ;adbhutaa cikitv;aa;m abh;i pa;syati k.rt;aani y;aa ca k;artvaa	;ata.h v;i;svaani ;adbhutaa cikitv;aan abh;i pa;syati k.rt;aani y;aa ca k;artvaa
b;ibhrad draap;i.m hira.ny;aya.m v;aru.no vasta nir.n;ijam p;ari sp;a;so n;i .sedire	b;ibhrat draap;im hira.ny;ayam v;aru.na.h vasta nir.n;ijam p;ari sp;a;sa.h n;i sedire
n;a y;a.m d;ipsanti dips;avo n;a dr;uhvaa.no j;anaanaam n;a dev;am abh;imaataya.h	n;a y;am d;ipsanti dips;ava.h n;a dr;uhvaa.na.h j;anaanaam n;a dev;am abh;imaataya.h
s;a.m n;u vocaavahai p;unar y;ato me m;adhv ;aabh.rtam h;oteva k.s;adase priy;am	s;am n;u vocaavahai p;unar y;ata.h me m;adhu ;aabh.rtam h;otaa iva k.s;adase priy;am
im;am me varu.na ;srudhii h;avam ady;aa ca m.r.daya tv;aam avasy;ur ;aa cake	im;am me varu.na ;srudhi+ h;avam ady;a+ ca m.r.daya tv;aam avasy;u.h ;aa cake
tv;a.m v;i;svasya medhira div;a;s ca gm;a;s ca raajasi s;a y;aamani pr;ati ;srudhi	tv;am v;i;svasya medhira div;a.h ca gm;a.h ca raajasi s;a y;aamani pr;ati ;srudhi
v;asi.svaa h;i miyedhya v;astraa.ny uurjaam pate s;em;a.m no adhvar;a.m yaja	v;asi.sva+ h;i miyedhya v;astraa.ni uurjaam pate s;a im;am na.h adhvar;am yaja
p;uurvya hotar asy;a no m;andasva sakhy;asya ca im;aa u .s;u ;srudhii g;ira.h	p;uurvya hotar asy;a na.h m;andasva sakhy;asya ca im;aa.h u s;u ;srudhi+ g;ira.h
y;ac cid dh;i ;s;a;svataa t;anaa dev;a.m-deva.m y;ajaamahe tv;e ;id dhuuyate hav;i.h	y;at cit h;i ;s;a;svataa t;anaa dev;a.m-devam y;ajaamahe tv;e ;it huuyate hav;i.h
;a;sva.m n;a tvaa v;aaravanta.m vand;adhyaa agn;i.m n;amobhi.h samr;aajantam adhvar;aa.naam	;a;svam n;a tvaa v;aaravantam vand;adhyai agn;im n;amobhi.h samr;aajantam adhvar;aa.naam
s;a ghaa na.h suun;u.h ;s;avasaa p.rth;upragaamaa su;s;eva.h mii.dhv;aa;m asm;aakam babhuuyaat	s;a gha+ na.h suun;u.h ;s;avasaa p.rth;upragaamaa su;s;eva.h mii.dhv;aan asm;aakam babhuuyaat
;aa no bhaja param;e.sv ;aa v;aaje.su madhyam;e.su ;s;ik.saa v;asvo ;antamasya	;aa na.h bhaja param;e.su ;aa v;aaje.su madhyam;e.su ;s;ik.sa+ v;asva.h ;antamasya
vibhakt;aasi citrabhaano s;indhor uurm;aa upaak;a ;aa sady;o daa;s;u.se k.sarasi	vibhakt;aa asi citrabhaano s;indho.h uurma;u upaak;e ;aa sady;a.h daa;s;u.se k.sarasi
y;am agne p.rts;u m;artyam ;avaa v;aaje.su y;a.m jun;aa.h s;a y;antaa ;s;a;svatiir ;i.sa.h	y;am agne p.rts;u m;artyam ;avaa.h v;aaje.su y;am jun;aa.h s;a y;antaa ;s;a;svatii.h ;i.sa.h
n;amo mah;adbhyo n;amo arbhak;ebhyo n;amo y;uvabhyo n;ama aa;sin;ebhya.h y;ajaama dev;aan y;adi ;sakn;avaama m;aa jy;aayasa.h ;s;a.msam ;aa v.rk.si devaa.h	n;ama.h mah;adbhya.h n;ama.h arbhak;ebhya.h n;ama.h y;uvabhya.h n;ama.h aa;sin;ebhya.h y;ajaama dev;aan y;adi ;sakn;avaama m;aa jy;aayasa.h ;s;a.msam ;aa v.rk.si devaa.h
y;atra dv;aav iva jagh;anaadhi.sava.ny:aa k.rt;aa ul;uukhalasutaanaam ;av;ed v indra jalgula.h	y;atra dva;u iva jagh;anaa adhi.sava.ny:aa k.rt;aa ul;uukhalasutaanaam ;ava ;it u indra jalgula.h
y;atra n;aary apacyav;am upacyav;a.m ca ;s;ik.sate ul;uukhalasutaanaam ;av;ed v indra jalgula.h	y;atra n;aarii apacyav;am upacyav;am ca ;s;ik.sate ul;uukhalasutaanaam ;ava ;it u indra jalgula.h
y;atra m;anthaa.m vibadhn;ate ra;sm;iin y;amitav;aa iva ul;uukhalasutaanaam ;av;ed v indra jalgula.h	y;atra m;anthaam vibadhn;ate ra;sm;iin y;amitava;i iva ul;uukhalasutaanaam ;ava ;it u indra jalgula.h
aayaj;ii vaajas;aatamaa t;aa hy :ucc;aa vijarbh.rt;a.h h;arii iv;aandhaa.msi b;apsataa	aayaj;ii vaajas;aatamaa t;aa h;i ucc;aa vijarbh.rt;a.h h;arii iva ;andhaa.msi b;apsataa
t;aa no ady;a vanaspatii .r.sv;aav .r.sv;ebhi.h sot;.rbhi.h ;indraaya m;adhumat sutam	t;aa na.h ady;a vanaspatii .r.sva;u .r.sv;ebhi.h sot;.rbhi.h ;indraaya m;adhumat sutam
;uc chi.s.t;a.m camv:or bhara s;omam pav;itra ;aa s.rja n;i dhehi g;or ;adhi tvac;i	;ut ;si.s.t;am camv:o.h bhara s;omam pav;itre ;aa s.rja n;i dhehi g;o.h ;adhi tvac;i
y;ac cid dh;i satya somapaa anaa;sast;aa iva sm;asi ;aa t;uu na indra ;sa;msaya g;o.sv ;a;sve.su ;subhr;i.su sah;asre.su tuviimagha	y;at cit h;i satya somapaa.h anaa;sast;aa.h iva sm;asi ;aa t;u+ na.h indra ;sa.msaya g;o.su ;a;sve.su ;subhr;i.su ! sah;asre.su tuviimagha
n;i .svaapayaa mithuud;.r;saa sast;aam ;abudhyamaane ;aa t;uu na indra ;sa;msaya g;o.sv ;a;sve.su ;subhr;i.su sah;asre.su tuviimagha	n;i svaapaya+ mithuud;.r;saa sast;aam ;abudhyamaane ;aa t;u+ na.h indra ;sa.msaya g;o.su ;a;sve.su ;subhr;i.su ! sah;asre.su tuviimagha
;aa va ;indra.m kr;ivi.m yathaa vaajay;anta.h ;sat;akratum m;a.mhi.s.tha.m si;nca ;indubhi.h	;aa va.h ;indram kr;ivim yathaa vaajay;anta.h ;sat;akratum m;a.mhi.s.tham si;nce ;indubhi.h
uurdhv;as ti.s.thaa na uut;aye 'sm;in v;aaje ;satakrato s;am any;e.su bravaavahai	uurdhv;a.h ti.s.tha+ na.h uut;aye asm;in v;aaje ;satakrato s;am any;e.su bravaavahai
;aa ghaa gamad y;adi ;sr;avat sahasr;i.niibhir uut;ibhi.h v;aajebhir ;upa no h;avam	;aa gha+ gamat y;adi ;sr;avat sahasr;i.niibhi.h uut;ibhi.h v;aajebhi.h ;upa na.h h;avam
;anu pratn;asya;ukaso huv;e tuviprat;i.m n;aram y;a.m te p;uurvam pit;aa huv;e	;anu pratn;asya ;okasa.h huv;e tuviprat;im n;aram y;am te p;uurvam pit;aa huv;e
asm;aaka.m ;sipr;i.niinaa.m s;omapaa.h somap;aavnaam s;akhe vajrin s;akhiinaam	asm;aakam ;sipr;i.niinaam s;omapaa.h somap;aavnaam s;akhe vajrin s;akhiinaam
rev;atiir na.h sadham;aada ;indre santu tuv;ivaajaa.h k.sum;anto y;aabhir m;adema	rev;atii.h na.h sadham;aade ;indre santu tuv;ivaajaa.h k.sum;anta.h y;aabhi.h m;adema
;s;a;svad ;indra.h p;opruthadbhir jigaaya n;aanadadbhi.h ;s;aa;svasadbhir dh;anaani s;a no hira.nyarath;a.m da.ms;anaavaan s;a na.h sanit;aa san;aye s;a no 'daat	;s;a;svat ;indra.h p;opruthadbhi.h jigaaya n;aanadadbhi.h ;s;aa;svasadbhi.h dh;anaani s;a na.h hira.nyarath;am da.ms;anaavaan s;a na.h sanit;aa san;aye s;a na.h daat !
;aa;svinaav ;a;svaavatye.s;aa yaata.m ;s;aviirayaa g;omad dasraa h;ira.nyavat	;aa a;svinau ;a;svaavatyaa i.s;aa yaatam ;s;aviirayaa g;omat dasraa h;ira.nyavat
vay;a.m h;i te ;amanmahy ;aantaad ;aa paraak;aat ;a;sve n;a citre aru.si	vay;am h;i te ;amanmahi ;aa ;antaat ;aa paraak;aat ;a;sve n;a citre aru.si
tv;am agne pratham;o ;a:ngiraa ;.r.sir dev;o dev;aanaam abhava.h ;siv;a.h s;akhaa t;ava vrat;e kav;ayo vidman;aapas;o 'jaayanta mar;uto bhr;aajad.r.s.taya.h	tv;am agne pratham;a.h ;a:ngiraa.h ;.r.si.h dev;a.h dev;aanaam abhava.h ;siv;a.h s;akhaa t;ava vrat;e kav;aya.h vidman;aapasa.h ;ajaayanta mar;uta.h bhr;aajad.r.s.taya.h
tv;am agne pratham;o ;a:ngirastama.h kav;ir dev;aanaam p;ari bhuu.sasi vrat;am vibh;ur v;i;svasmai bh;uvanaaya m;edhiro dvimaat;aa ;say;u.h katidh;aa cid aay;ave	tv;am agne pratham;a.h ;a:ngirastama.h kav;i.h dev;aanaam p;ari bhuu.sasi vrat;am vibh;u.h v;i;svasmai bh;uvanaaya m;edhira.h dvimaat;aa ;say;u.h katidh;aa cit aay;ave
tv;am agne m;anave dy;aam avaa;saya.h puruur;avase suk;.rte suk;.rttara.h ;svaatr;e.na y;at pitr;or m;ucyase p;ary ;aa tvaa p;uurvam anayann ;aaparam p;una.h	tv;am agne m;anave dy;aam avaa;saya.h puruur;avase suk;.rte suk;.rttara.h ;svaatr;e.na y;at pitr;o.h m;ucyase p;ari ;aa tvaa p;uurvam anayan ;aa ;aparam p;unar
tv;am agne v.rjin;avartani.m n;ara.m s;akman pipar.si vid;athe vicar.sa.ne y;a.h ;s;uurasaataa p;aritakmye dh;ane dabhr;ebhi;s cit s;am.rtaa h;a.msi bh;uuyasa.h	tv;am agne v.rjin;avartanim n;aram s;akman pipar.si vid;athe vicar.sa.ne y;a.h ;s;uurasaataa p;aritakmye dh;ane dabhr;ebhi.h cit s;am.rtaa h;a.msi bh;uuyasa.h
tv;am agna uru;s;a.msaaya vaagh;ate spaarh;a.m y;ad r;ek.na.h param;a.m van;o.si t;at aadhr;asya cit pr;amatir ucyase pit;aa pr;a p;aaka.m ;s;aassi pr;a d;i;so vid;u.s.tara.h	tv;am agne uru;s;a.msaaya vaagh;ate spaarh;am y;at r;ek.na.h param;am van;o.si t;at aadhr;asya cit pr;amati.h ucyase pit;aa pr;a p;aakam ;s;aassi pr;a d;i;sa.h vid;u.s.tara.h
et;enaagne br;ahma.naa vaav.rdhasva ;s;aktii vaa y;at te cak.rm;aa vid;aa vaa ut;a pr;a .ne.sy abh;i v;asyo asm;aan s;a.m na.h s.rja sumaty;aa v;aajavatyaa	et;ena agne br;ahma.naa vaav.rdhasva ;s;aktii vaa y;at te cak.rm;a+ vid;aa vaa ut;a pr;a ne.si abh;i v;asya.h asm;aan s;am na.h s.rja sumaty;aa v;aajavatyaa
;ahann ;ahim p;arvate ;si;sriyaa.n;a.m tv;a.s.taasmai v;ajra.m svary:a.m tatak.sa vaa;sr;aa iva dhen;ava.h sy;andamaanaa ;a;nja.h samudr;am ;ava jagmur ;aapa.h	;ahan ;ahim p;arvate ;si;sriyaa.n;am tv;a.s.taa asmai v;ajram svary:am tatak.sa vaa;sr;aa.h iva dhen;ava.h sy;andamaanaa.h ;a;nja.h samudr;am ;ava jagmu.h ;aapa.h
ayoddh;eva durm;ada ;aa h;i juhv;e mahaaviir;a.m tuvibaadh;am .rjii.s;am n;aataariid asya s;am.rti.m vadh;aanaa.m s;a.m ruj;aanaa.h pipi.sa ;indra;satru.h	ayoddh;aa iva durm;ada.h ;aa h;i juhv;e mahaaviir;am tuvibaadh;am .rjii.s;am n;a ataariit asya s;am.rtim vadh;aanaam s;am ruj;aanaa.h pipi.se ;indra;satru.h
ap;aad ahast;o ap.rtanyad ;indram ;aasya v;ajram ;adhi s;aanau jaghaana v;.r.s.no v;adhri.h pratim;aanam b;ubhuu.san purutr;aa v.rtr;o a;sayad vy:asta.h	ap;aat ahast;a.h ap.rtanyat ;indram ;aa asya v;ajram ;adhi s;aanau jaghaana v;.r.s.na.h v;adhri.h pratim;aanam b;ubhuu.san purutr;aa v.rtr;a.h a;sayat vy:asta.h
niic;aavayaa abhavad v.rtr;aputr;endro asyaa ;ava v;adhar jabhaara ;uttaraa s;uur ;adhara.h putr;a aasiid d;aanu.h ;saye sah;avatsaa n;a dhen;u.h	niic;aavayaa.h abhavat v.rtr;aputraa ;indra.h asyaa.h ;ava v;adhar jabhaara ;uttaraa s;uu.h ;adhara.h putr;a.h aasiit d;aanu.h ;saye sah;avatsaa n;a dhen;u.h
;ati.s.thantiinaam anive;san;aanaa.m k;aa.s.thaanaam m;adhye n;ihita.m ;s;ariiram v.rtr;asya ni.ny;a.m v;i caranty ;aapo diirgh;a.m t;ama ;aa;sayad ;indra;satru.h	;ati.s.thantiinaam anive;san;aanaam k;aa.s.thaanaam m;adhye n;ihitam ;s;ariiram v.rtr;asya ni.ny;am v;i caranti ;aapa.h diirgh;am t;ama.h ;aa a;sayat ;indra;satru.h
daas;apatniir ;ahigopaa ati.s.than n;iruddhaa ;aapa.h pa.n;ineva g;aava.h ap;aam b;ilam ;apihita.m y;ad ;aasiid v.rtr;a.m jaghanv;aa;m ;apa t;ad vavaara	daas;apatnii.h ;ahigopaa.h ati.s.than n;iruddhaa.h ;aapa.h pa.n;inaa iva g;aava.h ap;aam b;ilam ;apihitam y;at ;aasiit v.rtr;am jaghanv;aan ;apa t;at vavaara
n;aasmai vidy;un n;a tanyat;u.h si.sedha n;a y;aam m;iham ;akirad dhraad;uni.m ca ;indra;s ca y;ad yuyudh;aate ;ahi;s cot;aapar;iibhyo magh;avaa v;i jigye	n;a asmai vidy;ut n;a tanyat;u.h si.sedha n;a y;aam m;iham ;akirat hraad;unim ca ;indra.h ca y;at yuyudh;aate ;ahi.h ca ut;a apar;iibhya.h magh;avaa v;i jigye
;aher yaat;aara.m k;am apa;sya indra h.rd;i y;at te jaghn;u.so bh;iir ;agachat n;ava ca y;an navat;i.m ca sr;avantii.h ;syen;o n;a bhiit;o ;ataro r;ajaa.msi	;ahe.h yaat;aaram k;am apa;sya.h indra h.rd;i y;at te jaghn;u.sa.h bh;ii.h ;agachat n;ava ca y;at navat;im ca sr;avantii.h ;syen;a.h n;a bhiit;a.h ;atara.h r;ajaa.msi
;indro yaat;o 'vasitasya r;aajaa ;s;amasya ca ;s.r:ng;i.no v;ajrabaahu.h s;ed u r;aajaa k.sayati car.sa.niin;aam ar;aan n;a nem;i.h p;ari t;aa babhuuva	;indra.h yaat;a.h ;avasitasya r;aajaa ;s;amasya ca ;s.r:ng;i.na.h v;ajrabaahu.h s;a ;it u r;aajaa k.sayati car.sa.niin;aam ar;aan n;a nem;i.h p;ari t;aa babhuuva
;up;ed ah;a.m dhanad;aam ;apratiita.m j;u.s.taa.m n;a ;syen;o vasat;im pataami ;indra.m namasy;ann upam;ebhir arka;ir y;a stot;.rbhyo h;avyo ;asti y;aaman	;upa ;it ah;am dhanad;aam ;apratiitam j;u.s.taam ! n;a ;syen;a.h vasat;im pataami ;indram namasy;an upam;ebhi.h arka;i.h y;a.h stot;.rbhya.h h;avya.h ;asti y;aaman
tr;i;s cin no ady;aa bhavata.m navedasaa vibh;ur vaa.m y;aama ut;a raat;ir a;svinaa yuv;or h;i yantr;a.m himy;eva v;aasaso 'bhyaaya.ms;enyaa bhavatam manii.s;ibhi.h	tr;i.h cit na.h ady;a+ bhavatam navedasaa vibh;u.h vaam y;aama.h ut;a raat;i.h a;svinaa yuv;o.h h;i yantr;am himy;aa iva v;aasasa.h abhyaaya.ms;enyaa bhavatam manii.s;ibhi.h
tr;aya.h pav;ayo madhuv;aahane r;athe s;omasya ven;aam ;anu v;i;sva ;id vidu.h tr;aya skambh;aasa skabhit;aasa aar;abhe tr;ir n;akta.m yaath;as tr;ir v a;svinaa d;ivaa	tr;aya.h pav;aya.h madhuv;aahane r;athe s;omasya ven;aam ;anu v;i;sve ;it vidu.h tr;aya.h skambh;aasa.h skabhit;aasa.h aar;abhe tr;i.h n;aktam yaath;a.h tr;i.h u a;svinaa d;ivaa
tr;ir no ray;i.m vahatam a;svinaa yuv;a.m tr;ir dev;ataataa tr;ir ut;aavata.m dh;iya.h tr;i.h saubhagatv;a.m tr;ir ut;a ;sr;avaa.msi nas tri.s.th;a.m vaa.m s;uure duhit;aa ruhad r;atham	tr;i.h na.h ray;im vahatam a;svinaa yuv;am tr;i.h dev;ataataa tr;i.h ut;a avatam dh;iya.h tr;i.h saubhagatv;am tr;i.h ut;a ;sr;avaa.msi na.h tri.s.th;am vaam s;uure duhit;aa ruhat r;atham
tr;ir no a;svinaa divy;aani bhe.saj;aa tr;i.h p;aarthivaani tr;ir u dattam adbhy;a.h om;aana.m ;sa.my;or m;amakaaya suun;ave tridh;aatu ;s;arma vahata.m ;subhas patii	tr;i.h na.h a;svinaa divy;aani bhe.saj;aa tr;i.h p;aarthivaani tr;i.h u dattam adbhy;a.h om;aanam ;sa.my;o.h m;amakaaya suun;ave tridh;aatu ;s;arma vahatam ;subha.h patii
tr;ir no a;svinaa yajat;aa div;e-dive p;ari tridh;aatu p.rthiv;iim a;saayatam tisr;o naasatyaa rathyaa paraav;ata aatm;eva v;aata.h sv;asaraa.ni gachatam	tr;i.h na.h a;svinaa yajat;aa div;e-dive p;ari tridh;aatu p.rthiv;iim a;saayatam tisr;a.h naasatyaa rathyaa paraav;ata.h aatm;aa iva v;aata.h sv;asaraa.ni gachatam
tr;ir a;svinaa s;indhubhi.h sapt;amaat.rbhis tr;aya aahaav;aas tredh;aa hav;i.s k.rt;am tisr;a.h p.rthiv;iir up;ari prav;aa div;o n;aaka.m rak.sethe dy;ubhir akt;ubhir hit;am	tr;i.h a;svinaa s;indhubhi.h sapt;amaat.rbhi.h tr;aya.h aahaav;aa.h tredh;aa hav;i.h k.rt;am tisr;a.h p.rthiv;ii.h up;ari prav;aa div;a.h n;aakam rak.sethe dy;ubhi.h akt;ubhi.h hit;am
;aa no a;svinaa triv;.rtaa r;athenaarv;aa;nca.m ray;i.m vahata.m suv;iiram ;s.r.nv;antaa vaam ;avase johaviimi v.rdh;e ca no bhavata.m v;aajasaatau	;aa na.h a;svinaa triv;.rtaa r;athena arv;aa;ncam ray;im vahatam suv;iiram ;s.r.nv;antaa vaam ;avase johaviimi v.rdh;e ca na.h bhavatam v;aajasaatau
hv;ayaamy agn;im pratham;a.m svast;aye hv;ayaami mitr;aav;aru.naav ih;aavase hv;ayaami r;aatrii.m j;agato niv;e;sanii.m hv;ayaami dev;a.m savit;aaram uut;aye	hv;ayaami agn;im pratham;am svast;aye hv;ayaami mitr;aav;aru.nau ih;a ;avase hv;ayaami r;aatriim j;agata.h niv;e;saniim hv;ayaami dev;am savit;aaram uut;aye
tisr;o dy;aava.h savit;ur dv;aa up;asthaa;m ;ekaa yam;asya bh;uvane viraa.s;aa.t aa.n;i.m n;a r;athyam am;.rt;aadhi tasthur ih;a braviitu y;a u t;ac c;iketat	tisr;a.h dy;aava.h savit;u.h dva;u up;asthaa ;ekaa yam;asya bh;uvane viraa.s;aa.t aa.n;im n;a r;athyam am;.rtaa ;adhi tasthu.h ih;a braviitu y;a.h u t;at c;iketat
a.s.ta;u vy :akhyat kak;ubha.h p.rthivy;aas tr;ii dh;anva y;ojanaa sapt;a s;indhuun hira.nyaak.s;a.h savit;aa dev;a ;aagaad d;adhad r;atnaa daa;s;u.se v;aaryaa.ni	a.s.ta;u v;i akhyat kak;ubha.h p.rthivy;aa.h tr;ii dh;anva y;ojanaa sapt;a s;indhuun hira.nyaak.s;a.h savit;aa dev;a.h ;aa agaat d;adhat r;atnaa daa;s;u.se v;aaryaa.ni
h;ira.nyahasto ;asura.h suniith;a.h sum.r.diik;a.h sv;avaa;m yaatv arv;aa:n apas;edhan rak.s;aso yaatudh;aanaan ;asthaad dev;a.h pratido.s;a.m g.r.naan;a.h	h;ira.nyahasta.h ;asura.h suniith;a.h sum.r.diik;a.h sv;avaan yaatu arv;aa:n apas;edhan rak.s;asa.h yaatudh;aanaan ;asthaat dev;a.h pratido.s;am g.r.naan;a.h
y;e te p;anthaa.h savita.h puurvy;aaso 're.n;ava.h s;uk.rtaa ant;arik.se t;ebhir no ady;a path;ibhi.h sug;ebhii r;ak.saa ca no ;adhi ca bruuhi deva	y;e te p;anthaa.h savitar puurvy;aasa.h are.n;ava.h s;uk.rtaa.h ant;arik.se t;ebhi.h na.h ady;a path;ibhi.h sug;ebhi.h r;ak.sa+ ca na.h ;adhi ca bruuhi deva
mandr;o h;otaa g.rh;apatir ;agne duut;o vi;s;aam asi tv;e v;i;svaa s;a.mgataani vrat;aa dhruv;aa / y;aani dev;aa ;ak.r.nvata	mandr;a.h h;otaa g.rh;apati.h ;agne duut;a.h vi;s;aam asi tv;e v;i;svaa s;a.mgataani vrat;aa dhruv;aa y;aani dev;aa.h ;ak.r.nvata
tv;e ;id agne subh;age yavi.s.thya / v;i;svam ;aa huuyate hav;i.h s;a tv;a.m no ady;a sum;anaa ut;aapar;a.m / y;ak.si dev;aan suv;iiryaa	tv;e ;it agne subh;age yavi.s.thya v;i;svam ;aa huuyate hav;i.h s;a tv;am na.h ady;a sum;anaa.h ut;a apar;am y;ak.si dev;aan suv;iiryaa
t;a.m ghem itth;aa namasv;ina ;upa svar;aajam aasate h;otraabhir agn;im m;anu.sa.h s;am indhate / titirv;aa.mso ;ati sr;idha.h	t;am gha iim itth;aa namasv;ina.h ;upa svar;aajam aasate h;otraabhi.h agn;im m;anu.sa.h s;am indhate titirv;aa.msa.h ;ati sr;idha.h
s;a.m siidasva mah;aa;m asi ;s;ocasva devav;iitama.h v;i dhuum;am agne aru.s;am miyedhya s.rj;a pra;sasta dar;sat;am	s;am siidasva mah;aan asi ;s;ocasva devav;iitama.h v;i dhuum;am agne aru.s;am miyedhya s.rj;a pra;sasta dar;sat;am
y;a.m tvaa dev;aaso m;anave dadh;ur ih;a / y;aji.s.tha.m havyavaahana y;a.m k;a.nvo m;edhyaatithir dhanasp;.rta.m / y;a.m v;.r.saa y;am upastut;a.h	y;am tvaa dev;aasa.h m;anave dadh;u.h ih;a y;aji.s.tham havyavaahana y;am k;a.nva.h m;edhyaatithi.h dhanasp;.rtam y;am v;.r.saa y;am upastut;a.h
y;am agn;im m;edhyaatithi.h k;a.nva iidh;a .rt;aad ;adhi t;asya pr;e.so diidiyus t;am im;aa ;.rcas / t;am agn;i.m vardhayaamasi	y;am agn;im m;edhyaatithi.h k;a.nva.h iidh;e .rt;aat ;adhi t;asya pr;a ;i.sa.h diidiyu.h t;am im;aa.h ;.rca.h t;am agn;im vardhayaamasi
