samhita	pada
agn;inaagn;i.h s;am idhyate kav;ir g.rh;apatir y;uvaa havyav;aa.d juhv:aasya.h	agn;inaa agn;i.h s;am idhyate kav;i.h g.rh;apati.h y;uvaa havyav;aa.t juhv:aasya.h
kav;im agn;im ;upa stuhi saty;adharmaa.nam adhvar;e dev;am amiivac;aatanam	kav;im agn;im ;upa stuhi saty;adharmaa.nam adhvar;e dev;am amiivac;aatanam
y;as tv;aam agne hav;i.spatir duut;a.m deva sapary;ati t;asya sma praavit;aa bhava	y;a.h tv;aam agne hav;i.spati.h duut;am deva sapary;ati t;asya sma praavit;aa bhava
y;o agn;i.m dev;aviitaye hav;i.smaa;m aav;ivaasati t;asmai paavaka m.r.daya	y;a.h agn;im dev;aviitaye hav;i.smaan aav;ivaasati t;asmai paavaka m.r.daya
s;a na.h paavaka diidiv;o 'gne dev;aa;m ih;aa vaha ;upa yaj;n;a.m hav;i;s ca na.h	s;a na.h paavaka diidiva.h ;agne dev;aan ih;a ;aa vaha ;upa yaj;n;am hav;i.h ca na.h
s;a na st;avaana ;aa bhara gaayatr;e.na n;aviiyasaa ray;i.m viir;avatiim ;i.sam	s;a na.h st;avaana.h ;aa bhara gaayatr;e.na n;aviiyasaa ray;im viir;avatiim ;i.sam
;agne ;sukr;e.na ;soc;i.saa v;i;svaabhir dev;ahuutibhi.h im;a.m st;oma.m ju.sasva na.h	;agne ;sukr;e.na ;soc;i.saa v;i;svaabhi.h dev;ahuutibhi.h im;am st;omam ju.sasva na.h
s;usamiddho na ;aa vaha dev;aa;m agne hav;i.smate h;ota.h paavaka y;ak.si ca	s;usamiddha.h na.h ;aa vaha dev;aan agne hav;i.smate h;otar paavaka y;ak.si ca
m;adhumanta.m tanuunapaad yaj;n;a.m dev;e.su na.h kave ady;aa k.r.nuhi viit;aye	m;adhumantam tanuunapaat yaj;n;am dev;e.su na.h kave ady;a+ k.r.nuhi viit;aye
n;araa;s;a.msam ih;a priy;am asm;in yaj;n;a ;upa hvaye m;adhujihva.m havi.sk;.rtam	n;araa;s;a.msam ih;a priy;am asm;in yaj;n;e ;upa hvaye m;adhujihvam havi.sk;.rtam
;agne sukh;atame r;athe dev;aa;m ii.dit;a ;aa vaha ;asi h;otaa m;anurhita.h	;agne sukh;atame r;athe dev;aan ii.dit;a.h ;aa vaha ;asi h;otaa m;anurhita.h
st.r.niit;a barh;ir aanu.s;ag gh.rt;ap.r.s.tham manii.si.na.h y;atraam;.rtasya c;ak.sa.nam	st.r.niit;a barh;i.h aanu.s;ak gh.rt;ap.r.s.tham manii.si.na.h y;atra am;.rtasya c;ak.sa.nam
v;i ;srayantaam .rtaav;.rdho dv;aaro dev;iir asa;sc;ata.h ady;aa nuun;a.m ca y;a.s.tave	v;i ;srayantaam .rtaav;.rdha.h dv;aara.h dev;ii.h asa;sc;ata.h ady;a+ nuun;am ca y;a.s.tave
n;akto.s;aasaa sup;e;sasaasm;in yaj;n;a ;upa hvaye id;a.m no barh;ir aas;ade	n;akto.s;aasaa sup;e;sasaa asm;in yaj;n;e ;upa hvaye id;am na.h barh;i.h aas;ade
t;aa sujihv;aa ;upa hvaye h;otaaraa da;ivyaa kav;ii yaj;n;a.m no yak.sataam im;am	t;aa sujihva;u ;upa hvaye h;otaaraa da;ivyaa kav;ii yaj;n;am na.h yak.sataam im;am
;i.daa s;arasvatii mah;ii tisr;o dev;iir mayobh;uva.h barh;i.h siidantv asr;idha.h	;i.daa s;arasvatii mah;ii tisr;a.h dev;ii.h mayobh;uva.h barh;i.h siidantu asr;idha.h
ih;a tv;a.s.taaram agriy;a.m vi;sv;aruupam ;upa hvaye asm;aakam astu k;evala.h	ih;a tv;a.s.taaram agriy;am vi;sv;aruupam ;upa hvaye asm;aakam astu k;evala.h
;ava s.rjaa vanaspate d;eva dev;ebhyo hav;i.h pr;a daat;ur astu c;etanam	;ava s.rja+ vanaspate d;eva dev;ebhya.h hav;i.h pr;a daat;u.h astu c;etanam
sv;aahaa yaj;n;a.m k.r.notan;endraaya y;ajvano g.rh;e t;atra dev;aa;m ;upa hvaye	sv;aahaa yaj;n;am k.r.notana ;indraaya y;ajvana.h g.rh;e t;atra dev;aan ;upa hvaye
a;ibhir agne d;uvo g;iro v;i;svebhi.h s;omapiitaye dev;ebhir yaahi y;ak.si ca	;aa ebhi.h agne d;uva.h g;ira.h v;i;svebhi.h s;omapiitaye dev;ebhi.h yaahi y;ak.si ca
;aa tvaa k;a.nvaa ahuu.sata g.r.n;anti vipra te dh;iya.h dev;ebhir agna ;aa gahi	;aa tvaa k;a.nvaa.h ahuu.sata g.r.n;anti vipra te dh;iya.h dev;ebhi.h agne ;aa gahi
indravaay;uu b;.rhasp;atim mitr;aagn;im puu.s;a.nam bh;agam aadity;aan m;aaruta.m ga.n;am	indravaay;uu b;.rhasp;atim mitr;aa agn;im puu.s;a.nam bh;agam aadity;aan m;aarutam ga.n;am
pr;a vo bhriyanta ;indavo matsar;aa maadayi.s.n;ava.h draps;aa m;adhva;s camuu.s;ada.h	pr;a va.h bhriyante ;indava.h matsar;aa.h maadayi.s.n;ava.h draps;aa.h m;adhva.h camuu.s;ada.h
;ii.date tv;aam avasy;ava.h k;a.nvaaso v.rkt;abarhi.sa.h hav;i.smanto ara.mk;.rta.h	;ii.date tv;aam avasy;ava.h k;a.nvaasa.h v.rkt;abarhi.sa.h hav;i.smanta.h ara.mk;.rta.h
gh.rt;ap.r.s.thaa manoy;ujo y;e tvaa v;ahanti v;ahnaya.h ;aa dev;aan s;omapiitaye	gh.rt;ap.r.s.thaa.h manoy;uja.h y;e tvaa v;ahanti v;ahnaya.h ;aa dev;aan s;omapiitaye
t;aan y;ajatraa;m .rtaav;.rdh;o 'gne p;atniivatas k.rdhi m;adhva.h sujihva paayaya	t;aan y;ajatraan .rtaav;.rdha.h ;agne p;atniivata.h k.rdhi m;adhva.h sujihva paayaya
y;e y;ajatraa y;a ;ii.dyaas t;e te pibantu jihv;ayaa m;adhor agne v;a.sa.tk.rti	y;e y;ajatraa.h y;e ;ii.dyaa.h t;e te pibantu jihv;ayaa m;adho.h agne v;a.sa.tk.rti
;aakii.m s;uuryasya rocan;aad v;i;svaan dev;aa;m u.sarb;udha.h v;ipro h;oteh;a vak.sati	;aakiim s;uuryasya rocan;aat v;i;svaan dev;aan u.sarb;udha.h v;ipra.h h;otaa ih;a vak.sati
v;i;svebhi.h somy;am m;adhv ;agna ;indre.na vaay;unaa p;ibaa mitr;asya dh;aamabhi.h	v;i;svebhi.h somy;am m;adhu ;agne ;indre.na vaay;unaa p;iba+ mitr;asya dh;aamabhi.h
tv;a.m h;otaa m;anurhit;o 'gne yaj;n;e.su siidasi s;em;a.m no adhvar;a.m yaja	tv;am h;otaa m;anurhita.h ;agne yaj;n;e.su siidasi s;a im;am na.h adhvar;am yaja
yuk.sv;aa hy ;aru.sii r;athe har;ito deva roh;ita.h t;aabhir dev;aa;m ih;aa vaha	yuk.sv;a+ h;i ;aru.sii.h r;athe har;ita.h deva roh;ita.h t;aabhi.h dev;aan ih;a ;aa vaha
;indra s;omam p;iba .rt;un;aa tvaa vi;santv ;indava.h matsar;aasas t;adokasa.h	;indra s;omam p;iba .rt;unaa ;aa tvaa vi;santu ;indava.h matsar;aasa.h t;adokasa.h
m;aruta.h p;ibata .rt;unaa potr;aad yaj;n;am puniitana yuuy;a.m h;i .s.th;aa sudaanava.h	m;aruta.h p;ibata .rt;unaa potr;aat yaj;n;am puniitana yuuy;am h;i sth;a+ sudaanava.h
abh;i yaj;n;a.m g.r.niihi no gn;aavo n;e.s.ta.h p;iba .rt;unaa tv;a.m h;i ratnadh;aa ;asi	abh;i yaj;n;am g.r.niihi na.h gn;aava.h n;e.s.tar p;iba .rt;unaa tv;am h;i ratnadh;aa.h ;asi
;agne dev;aa;m ih;aa vaha saad;ayaa y;oni.su tri.s;u p;ari bhuu.sa p;iba .rt;unaa	;agne dev;aan ih;a ;aa vaha saad;aya+ y;oni.su tri.s;u p;ari bhuu.sa p;iba .rt;unaa
br;aahma.naad indra r;aadhasa.h p;ibaa s;omam .rt;uu;mr ;anu t;av;ed dh;i sakhy;am ;ast.rtam	br;aahma.naat indra r;aadhasa.h p;iba+ s;omam .rt;uun ;anu t;ava ;it h;i sakhy;am ;ast.rtam
yuv;a.m d;ak.sa.m dh.rtavrata m;itraavaru.na duu.d;abham .rt;unaa yaj;n;am aa;saathe	yuv;am d;ak.sam dh.rtavrataa= m;itraavaru.naa= duu.d;abham .rt;unaa yaj;n;am aa;saathe
dravi.nod;aa dr;avi.naso gr;aavahastaaso adhvar;e yaj;n;e.su dev;am ii.date	dravi.nod;aa.h dr;avi.nasa.h gr;aavahastaasa.h adhvar;e yaj;n;e.su dev;am ii.date
dravi.nod;aa dadaatu no v;asuuni y;aani ;s.r.nvir;e dev;e.su t;aa vanaamahe	dravi.nod;aa.h dadaatu na.h v;asuuni y;aani ;s.r.nvir;e dev;e.su t;aa vanaamahe
dravi.nod;aa.h pipii.sati juh;ota pr;a ca ti.s.thata ne.s.tr;aad .rt;ubhir i.syata	dravi.nod;aa.h pipii.sati juh;ota pr;a ca ti.s.thata ne.s.tr;aat .rt;ubhi.h i.syata
y;at tvaa tur;iiyam .rt;ubhir dr;avi.nodo y;ajaamahe ;adha smaa no dad;ir bhava	y;at tvaa tur;iiyam .rt;ubhi.h dr;avi.noda.h y;ajaamahe ;adha sma+ na.h dad;i.h bhava
;a;svinaa p;ibatam m;adhu d;iidyagnii ;sucivrataa .rt;unaa yaj;navaahasaa	;a;svinaa p;ibatam m;adhu d;iidyagnii ;sucivrataa .rt;unaa yaj;navaahasaa
g;aarhapatyena santya .rt;unaa yaj;nan;iir asi dev;aan devayat;e yaja	g;aarhapatyena santya .rt;unaa yaj;nan;ii.h asi dev;aan devayat;e yaja
;aa tvaa vahantu h;arayo v;.r.sa.na.m s;omapiitaye ;indra tvaa s;uuracak.sasa.h	;aa tvaa vahantu h;araya.h v;.r.sa.nam s;omapiitaye ;indra tvaa s;uuracak.sasa.h
im;aa dhaan;aa gh.rtasn;uvo h;arii ih;opa vak.sata.h ;indra.m sukh;atame r;athe	im;aa.h dhaan;aa.h gh.rtasn;uva.h h;arii ih;a ;upa vak.sata.h ;indram sukh;atame r;athe
;indram praat;ar havaamaha ;indram prayaty :adhvar;e ;indra.m s;omasya piit;aye	;indram praat;ar havaamahe ;indram prayat;i adhvar;e ;indram s;omasya piit;aye
;upa na.h sut;am ;aa gahi h;aribhir indra ke;s;ibhi.h sut;e h;i tvaa h;avaamahe	;upa na.h sut;am ;aa gahi h;aribhi.h indra ke;s;ibhi.h sut;e h;i tvaa h;avaamahe
s;em;a.m na st;omam ;aa gahy ;uped;a.m s;avana.m sut;am gaur;o n;a t.r.sit;a.h piba	s;a im;am na.h st;omam ;aa gahi ;upa id;am s;avanam sut;am gaur;a.h n;a t.r.sit;a.h piba
im;e s;omaasa ;indava.h sut;aaso ;adhi barh;i.si t;aa;m indra s;ahase piba	im;e s;omaasa.h ;indava.h sut;aasa.h ;adhi barh;i.si t;aan indra s;ahase piba
ay;a.m te st;omo agriy;o h.rdisp;.rg astu ;s;a.mtama.h ;athaa s;oma.m sut;am piba	ay;am te st;oma.h agriy;a.h h.rdisp;.rk astu ;s;a.mtama.h ;atha+ s;omam sut;am piba
v;i;svam ;it s;avana.m sut;am ;indro m;adaaya gachati v.rtrah;aa s;omapiitaye	v;i;svam ;it s;avanam sut;am ;indra.h m;adaaya gachati v.rtrah;aa s;omapiitaye
s;em;a.m na.h k;aamam ;aa p.r.na g;obhir ;a;svai.h ;satakrato st;avaama tvaa svaadhy:a.h	s;a im;am na.h k;aamam ;aa p.r.na g;obhi.h ;a;svai.h ;satakrato st;avaama tvaa svaadhy:a.h
;indraav;aru.nayor ah;a.m samr;aajor ;ava ;aa v.r.ne t;aa no m.r.daata iid;.r;se	;indraav;aru.nayo.h ah;am samr;aajo.h ;ava.h ;aa v.r.ne t;aa na.h m.r.daata.h iid;.r;se
g;antaaraa h;i sth;o 'vase h;ava.m v;iprasya m;aavata.h dhart;aaraa car.sa.niin;aam	g;antaaraa h;i sth;a.h ;avase h;avam v;iprasya m;aavata.h dhart;aaraa car.sa.niin;aam
anukaam;a.m tarpayethaam ;indraavaru.na raay;a ;aa t;aa vaa.m n;edi.s.tham iimahe	anukaam;am tarpayethaam ;indraavaru.naa= raay;a.h ;aa t;aa vaam n;edi.s.tham iimahe
yuv;aaku h;i ;s;aciinaa.m yuv;aaku sumatiin;aam bhuuy;aama vaajad;aavnaam	yuv;aaku h;i ;s;aciinaam yuv;aaku sumatiin;aam bhuuy;aama vaajad;aavnaam
;indra.h sahasrad;aavnaa.m v;aru.na.h ;s;a.msyaanaam kr;atur bhavaty ukthy:a.h	;indra.h sahasrad;aavnaam v;aru.na.h ;s;a.msyaanaam kr;atu.h bhavati ukthy:a.h
t;ayor ;id ;avasaa vay;a.m san;ema n;i ca dhiimahi sy;aad ut;a prar;ecanam	t;ayo.h ;it ;avasaa vay;am san;ema n;i ca dhiimahi sy;aat ut;a prar;ecanam
;indraavaru.na vaam ah;a.m huv;e citr;aaya r;aadhase asm;aan s;u jigy;u.sas k.rtam	;indraavaru.naa= vaam ah;am huv;e citr;aaya r;aadhase asm;aan s;u jigy;u.sa.h k.rtam
;indraavaru.na n;uu n;u vaa.m s;i.saasantii.su dhii.sv ;aa asm;abhya.m ;s;arma yachatam	;indraavaru.naa= n;u+ n;u vaam s;i.saasantii.su dhii.s;u ;aa asm;abhyam ;s;arma yachatam
pr;a vaam a;snotu su.s.tut;ir ;indraavaru.na y;aa.m huv;e y;aam .rdh;aathe sadh;astutim	pr;a vaam a;snotu su.s.tut;i.h ;indraavaru.naa= y;aam huv;e y;aam .rdh;aathe sadh;astutim
som;aana.m sv;ara.na.m k.r.nuh;i brahma.nas pate kak.s;iivanta.m y;a au;sij;a.h	som;aanam sv;ara.nam k.r.nuh;i brahma.na.h pate kak.s;iivantam y;a.h au;sij;a.h
y;o rev;aan y;o amiivah;aa vasuv;it pu.s.tiv;ardhana.h s;a na.h si.saktu y;as tur;a.h	y;a.h rev;aan y;a.h amiivah;aa vasuv;it pu.s.tiv;ardhana.h s;a na.h si.saktu y;a.h tur;a.h
m;aa na.h ;s;a.mso ;araru.so dhuurt;i.h pr;a.na:n m;artyasya r;ak.saa .no brahma.nas pate	m;aa na.h ;s;a.msa.h ;araru.sa.h dhuurt;i.h pr;a.nak m;artyasya r;ak.sa+ na.h brahma.na.h pate
s;a ghaa viir;o n;a ri.syati y;am ;indro br;ahma.nas p;ati.h s;omo hin;oti m;artyam	s;a gha+ viir;a.h n;a ri.syati y;am ;indra.h br;ahma.na.h p;ati.h s;oma.h hin;oti m;artyam
tv;a.m t;am brahma.nas pate s;oma ;indra;s ca m;artyam d;ak.si.naa paatv ;a.mhasa.h	tv;am t;am brahma.na.h pate s;oma.h ;indra.h ca m;artyam d;ak.si.naa paatu ;a.mhasa.h
s;adasas p;atim ;adbhutam priy;am ;indrasya k;aamyam san;im medh;aam ayaasi.sam	s;adasa.h p;atim ;adbhutam priy;am ;indrasya k;aamyam san;im medh;aam ayaasi.sam
y;asmaad .rt;e n;a s;idhyati yaj;n;o vipa;sc;ita;s can;a s;a dhiin;aa.m y;ogam invati	y;asmaat .rt;e n;a s;idhyati yaj;n;a.h vipa;sc;ita.h can;a s;a dhiin;aam y;ogam invati
;aad .rdhnoti hav;i.sk.rtim pr;aa;nca.m k.r.noty adhvar;am h;otraa dev;e.su gachati	;aat .rdhnoti hav;i.sk.rtim pr;aa;ncam k.r.noti adhvar;am h;otraa dev;e.su gachati
n;araa;s;a.msa.m sudh;.r.s.tamam ;apa;sya.m sapr;athastamam div;o n;a s;admamakhasam	n;araa;s;a.msam sudh;.r.s.tamam ;apa;syam sapr;athastamam div;a.h n;a s;admamakhasam
pr;ati ty;a.m c;aarum adhvar;a.m gopiith;aaya pr;a huuyase mar;udbhir agna ;aa gahi	pr;ati ty;am c;aarum adhvar;am gopiith;aaya pr;a huuyase mar;udbhi.h agne ;aa gahi
nah;i dev;o n;a m;artyo mah;as t;ava kr;atum par;a.h mar;udbhir agna ;aa gahi	nah;i dev;a.h n;a m;artya.h mah;a.h t;ava kr;atum par;a.h mar;udbhi.h agne ;aa gahi
y;e mah;o r;ajaso vid;ur v;i;sve dev;aaso adr;uha.h mar;udbhir agna ;aa gahi	y;e mah;a.h r;ajasa.h vid;u.h v;i;sve dev;aasa.h adr;uha.h mar;udbhi.h agne ;aa gahi
y;a ugr;aa ark;am aan.rc;ur ;anaadh.r.s.taasa ;ojasaa mar;udbhir agna ;aa gahi	y;e ugr;aa.h ark;am aan.rc;u.h ;anaadh.r.s.taasa.h ;ojasaa mar;udbhi.h agne ;aa gahi
y;e ;subhr;aa ghor;avarpasa.h suk.satr;aaso ri;s;aadasa.h mar;udbhir agna ;aa gahi	y;e ;subhr;aa.h ghor;avarpasa.h suk.satr;aasa.h ri;s;aadasa.h mar;udbhi.h agne ;aa gahi
y;e n;aakasy;aadhi rocan;e div;i dev;aasa ;aasate mar;udbhir agna ;aa gahi	y;e n;aakasya ;adhi rocan;e div;i dev;aasa.h ;aasate mar;udbhi.h agne ;aa gahi
y;a ii:nkh;ayanti p;arvataan tir;a.h samudr;am ar.nav;am mar;udbhir agna ;aa gahi	y;e ii:nkh;ayanti p;arvataan tir;a.h samudr;am ar.nav;am mar;udbhi.h agne ;aa gahi
;aa y;e tanv;anti ra;sm;ibhis tir;a.h samudr;am ;ojasaa mar;udbhir agna ;aa gahi	;aa y;e tanv;anti ra;sm;ibhi.h tir;a.h samudr;am ;ojasaa mar;udbhi.h agne ;aa gahi
abh;i tvaa puurv;apiitaye s.rj;aami somy;am m;adhu mar;udbhir agna ;aa gahi	abh;i tvaa puurv;apiitaye s.rj;aami somy;am m;adhu mar;udbhi.h agne ;aa gahi
ay;a.m dev;aaya j;anmane st;omo v;iprebhir aasay;aa ;akaari ratnadh;aatama.h	ay;am dev;aaya j;anmane st;oma.h v;iprebhi.h aasay;aa ;akaari ratnadh;aatama.h
y;a ;indraaya vacoy;ujaa tatak.s;ur m;anasaa h;arii ;s;amiibhir yaj;n;am aa;sata	y;e ;indraaya vacoy;ujaa tatak.s;u.h m;anasaa h;arii ;s;amiibhi.h yaj;n;am aa;sata
t;ak.san n;aasatyaabhyaam p;arijmaana.m sukh;a.m r;atham t;ak.san dhen;u.m sabard;ughaam	t;ak.san n;aasatyaabhyaam p;arijmaanam sukh;am r;atham t;ak.san dhen;um sabard;ughaam
y;uvaanaa pit;araa p;una.h saty;amantraa .rjuuy;ava.h .rbh;avo vi.s.ty :akrata	y;uvaanaa pit;araa p;unar saty;amantraa.h .rjuuy;ava.h .rbh;ava.h vi.s.t;ii akrata
s;a.m vo m;adaaso agmat;endre.na ca mar;utvataa aadity;ebhi;s ca r;aajabhi.h	s;am va.h m;adaasa.h agmata ;indre.na ca mar;utvataa aadity;ebhi.h ca r;aajabhi.h
ut;a ty;a.m camas;a.m n;ava.m tv;a.s.tur dev;asya n;i.sk.rtam ;akarta cat;ura.h p;una.h	ut;a ty;am camas;am n;avam tv;a.s.tu.h dev;asya n;i.sk.rtam ;akarta cat;ura.h p;unar
t;e no r;atnaani dhattana tr;ir ;aa s;aaptaani sunvat;e ;ekam-eka.m su;sast;ibhi.h	t;e na.h r;atnaani dhattana tr;i.h ;aa s;aaptaani sunvat;e ;ekam-ekam su;sast;ibhi.h
;adhaarayanta v;ahnay;o 'bhajanta suk.rty;ayaa bhaag;a.m dev;e.su yaj;n;iyam	;adhaarayanta v;ahnaya.h ;abhajanta suk.rty;ayaa bhaag;am dev;e.su yaj;n;iyam
ih;endraagn;ii ;upa hvaye t;ayor ;it st;omam u;smasi t;aa s;oma.m somap;aatamaa	ih;a indraagn;ii ;upa hvaye t;ayo.h ;it st;omam u;smasi t;aa s;omam somap;aatamaa
t;aa yaj;n;e.su pr;a ;sa.msatendraagn;ii ;sumbhataa nara.h t;aa gaayatr;e.su gaayata	t;aa yaj;n;e.su pr;a ;sa.msata indraagn;ii ;sumbhata+ nara.h t;aa gaayatr;e.su gaayata
t;aa mitr;asya pr;a;sastaya indraagn;ii t;aa havaamahe somap;aa s;omapiitaye	t;aa mitr;asya pr;a;sastaye indraagn;ii t;aa havaamahe somap;aa s;omapiitaye
ugr;aa s;antaa havaamaha ;uped;a.m s;avana.m sut;am indraagn;ii ;eh;a gachataam	ugr;aa s;antaa havaamahe ;upa id;am s;avanam sut;am indraagn;ii ;aa ih;a gachataam
t;aa mah;aantaa s;adasp;atii ;indraagnii r;ak.sa ubjatam ;aprajaa.h santv atr;i.na.h	t;aa mah;aantaa s;adasp;atii ;indraagnii r;ak.sa.h ubjatam ;aprajaa.h santu atr;i.na.h
t;ena saty;ena jaag.rtam ;adhi pracet;une pad;e ;indraagnii ;s;arma yachatam	t;ena saty;ena jaag.rtam ;adhi pracet;une pad;e ;indraagnii ;s;arma yachatam
praatary;ujaa v;i bodhayaa;sv;inaav ;eh;a gachataam asy;a s;omasya piit;aye	praatary;ujaa v;i bodhaya a;sv;inau ;aa ih;a gachataam asy;a s;omasya piit;aye
y;aa sur;athaa rath;iitamobh;aa dev;aa divisp;.r;saa a;sv;inaa t;aa havaamahe	y;aa sur;athaa rath;iitamaa ubh;aa dev;aa divisp;.r;saa a;sv;inaa t;aa havaamahe
y;aa vaa.m k;a;saa m;adhumaty ;a;svinaa suun;.rtaavatii t;ayaa yaj;n;am mimik.satam	y;aa vaam k;a;saa m;adhumatii ;a;svinaa suun;.rtaavatii t;ayaa yaj;n;am mimik.satam
nah;i vaam ;asti duurak;e y;atraa r;athena g;achatha.h ;a;svinaa som;ino g.rh;am	nah;i vaam ;asti duurak;e y;atra+ r;athena g;achatha.h ;a;svinaa som;ina.h g.rh;am
h;ira.nyapaa.nim uut;aye savit;aaram ;upa hvaye s;a c;ettaa dev;ataa pad;am	h;ira.nyapaa.nim uut;aye savit;aaram ;upa hvaye s;a c;ettaa dev;ataa pad;am
ap;aa.m n;apaatam ;avase savit;aaram ;upa stuhi t;asya vrat;aany u;smasi	ap;aam n;apaatam ;avase savit;aaram ;upa stuhi t;asya vrat;aani u;smasi
vibhakt;aara.m havaamahe v;aso;s citr;asya r;aadhasa.h savit;aara.m n.rc;ak.sasam	vibhakt;aaram havaamahe v;aso.h citr;asya r;aadhasa.h savit;aaram n.rc;ak.sasam
s;akhaaya ;aa n;i .siidata savit;aa st;omyo n;u na.h d;aataa r;aadhaa.msi ;sumbhati	s;akhaaya.h ;aa n;i siidata savit;aa st;omya.h n;u na.h d;aataa r;aadhaa.msi ;sumbhati
;agne p;atniir ih;aa vaha dev;aanaam u;sat;iir ;upa tv;a.s.taara.m s;omapiitaye	;agne p;atnii.h ih;a ;aa vaha dev;aanaam u;sat;ii.h ;upa tv;a.s.taaram s;omapiitaye
;aa gn;aa agna ih;aavase h;otraa.m yavi.s.tha bh;aaratiim v;aruutrii.m dhi.s;a.naa.m vaha	;aa gn;aa.h agne ih;a ;avase h;otraam yavi.s.tha bh;aaratiim v;aruutriim dhi.s;a.naam vaha
abh;i no dev;iir ;avasaa mah;a.h ;s;arma.naa n.rp;atnii.h ;achinnapatraa.h sacantaam	abh;i+ na.h dev;ii.h ;avasaa mah;a.h ;s;arma.naa n.rp;atnii.h ;achinnapatraa.h sacantaam
ih;endraa.n;iim ;upa hvaye varu.naan;ii.m svast;aye agn;aayii.m s;omapiitaye	ih;a indraa.n;iim ;upa hvaye varu.naan;iim svast;aye agn;aayiim s;omapiitaye
mah;ii dya;u.h p.rthiv;ii ca na im;a.m yaj;n;am :.: mimik.sataam pip.rt;aa.m no bh;ariimabhi.h	mah;ii dya;u.h p.rthiv;ii ca na.h im;am yaj;n;am mimik.sataam pip.rt;aam na.h bh;ariimabhi.h
t;ayor ;id gh.rt;avat p;ayo v;ipraa rihanti dhiit;ibhi.h gandharv;asya dhruv;e pad;e	t;ayo.h ;it gh.rt;avat p;aya.h v;ipraa.h rihanti dhiit;ibhi.h gandharv;asya dhruv;e pad;e
syon;aa p.rthivi bhavaan.rk.sar;aa niv;e;sanii y;achaa na.h ;s;arma sapr;atha.h	syon;aa p.rthivi bhava an.rk.sar;aa niv;e;sanii y;acha+ na.h ;s;arma sapr;atha.h
;ato dev;aa avantu no y;ato v;i.s.nur vicakram;e p.rthivy;aa.h sapt;a dh;aamabhi.h	;ata.h dev;aa.h avantu na.h y;ata.h v;i.s.nu.h vicakram;e p.rthivy;aa.h sapt;a dh;aamabhi.h
id;a.m v;i.s.nur v;i cakrame tredh;aa n;i dadhe pad;am s;amuu.dham asya paa.msur;e	id;am v;i.s.nu.h v;i cakrame tredh;aa n;i dadhe pad;am s;amuu.dham asya paa.msur;e
tr;ii.ni pad;aa v;i cakrame v;i.s.nur gop;aa ;adaabhya.h ;ato dh;armaa.ni dhaar;ayan	tr;ii.ni pad;aa v;i cakrame v;i.s.nu.h gop;aa.h ;adaabhya.h ;ata.h dh;armaa.ni dhaar;ayan
v;i.s.no.h k;armaa.ni pa;syata y;ato vrat;aani paspa;s;e ;indrasya y;ujya.h s;akhaa	v;i.s.no.h k;armaa.ni pa;syata y;ata.h vrat;aani paspa;s;e ;indrasya y;ujya.h s;akhaa
t;ad v;i.s.no.h param;am pad;a.m s;adaa pa;syanti suur;aya.h div:iiva c;ak.sur ;aatatam	t;at v;i.s.no.h param;am pad;am s;adaa pa;syanti suur;aya.h div;i iva c;ak.su.h ;aatatam
t;ad v;ipraaso vipany;avo jaag.rv;aa.msa.h s;am indhate v;i.s.nor y;at param;am pad;am	t;at v;ipraasa.h vipany;ava.h jaag.rv;aa.msa.h s;am indhate v;i.s.no.h y;at param;am pad;am
tiivr;aa.h s;omaasa ;aa gahy aa;s;iirvanta.h sut;aa im;e v;aayo t;aan pr;asthitaan piba	tiivr;aa.h s;omaasa.h ;aa gahi aa;s;iirvanta.h sut;aa.h im;e v;aayo t;aan pr;asthitaan piba
ubh;aa dev;aa divisp;.r;sendravaay;uu havaamahe asy;a s;omasya piit;aye	ubh;aa dev;aa divisp;.r;saa indravaay;uu havaamahe asy;a s;omasya piit;aye
indravaay;uu manoj;uvaa v;ipraa havanta uut;aye sahasraak.s;aa dhiy;as p;atii	indravaay;uu manoj;uvaa v;ipraa.h havante uut;aye sahasraak.s;aa dhiy;a.h p;atii
mitr;a.m vay;a.m havaamahe v;aru.na.m s;omapiitaye jaj;naan;aa puut;adak.sasaa	mitr;am vay;am havaamahe v;aru.nam s;omapiitaye jaj;naan;aa puut;adak.sasaa
.rt;ena y;aav .rtaav;.rdhaav .rt;asya jy;oti.sas p;atii t;aa mitr;aav;aru.naa huve	.rt;ena ya;u .rtaav;.rdhau .rt;asya jy;oti.sa.h p;atii t;aa mitr;aav;aru.naa huve
v;aru.na.h praavit;aa bhuvan mitr;o v;i;svaabhir uut;ibhi.h k;arataa.m na.h sur;aadhasa.h	v;aru.na.h praavit;aa bhuvat mitr;a.h v;i;svaabhi.h uut;ibhi.h k;arataam na.h sur;aadhasa.h
mar;utvanta.m havaamaha ;indram ;aa s;omapiitaye saj;uur ga.n;ena t.rmpatu	mar;utvantam havaamahe ;indram ;aa s;omapiitaye saj;uu.h ga.n;ena t.rmpatu
;indrajye.s.thaa m;arudga.naa d;evaasa.h p;uu.saraataya.h v;i;sve m;ama ;srutaa h;avam	;indrajye.s.thaa.h m;arudga.naa.h d;evaasa.h p;uu.saraataya.h v;i;sve m;ama ;sruta+ h;avam
